México,Ciudad de México,Veracruz de Ignacio de la Llave,Jalisco,Puebla,Guanajuato,Chiapas,Nuevo León,Michoacá,Oaxaca,Chihuahua,Guerrero,Tamaulipas,Baja California,Sinaloa,Coahuila de Zaragoza,Hidalgo,Sonora,San Luis Potosí,Tabasco,Yucatán,Querétaro,Morelos,Durango,Zacatecas,Quintana Roo,Aguascalientes,Tlaxcala,Nayarit,Campeche,Baja California Sur,Colima
16187608,8918653,8112505,7844830,6168883,5853677,5217908,5119504,4584471,3967889,3556574,3533251,3441698,3315766,2966321,2954915,2858359,2850330,2717820,2395272,2097175,2038372,1903811,1754754,1579209,1501562,1312544,1272847,1181050,899931,712029,711235
